Mode,Month,State,Load Port,Species,End Use,Country, Quantity ,Year
Air,Apr,VIC,Melbourne,Alpacas,Breeder,New Zealand, 10 ,2016
Sea,Apr,WA,Fremantle,Sheep,Slaughter,Kuwait," 22,601 ",2016
Sea,Apr,WA,Fremantle,Cattle,Slaughter,Kuwait, 50 ,2016
Sea,Apr,WA,Fremantle,Cattle,Slaughter,Qatar, 150 ,2016
Sea,Apr,WA,Fremantle,Sheep,Slaughter,Qatar," 30,000 ",2016
Sea,Apr,WA,Fremantle,Sheep,Slaughter,Oman," 6,000 ",2016
Sea,Apr,WA,Fremantle,Sheep,Slaughter,United Arab Emirates," 9,000 ",2016
Sea,Apr,WA,Fremantle,Sheep,Slaughter,Kuwait," 2,062 ",2016
Sea,May,WA,Broome,Cattle,Slaughter,Vietnam," 3,627 ",2016
Air,May,WA,Perth,Sheep,Slaughter,Malaysia, 150 ,2016
Sea,May,NT,Darwin,Cattle,Slaughter,Vietnam," 2,087 ",2016
Air,May,WA,Perth,Alpacas,Breeder,Malaysia, 9 ,2016
Air,May,WA,Perth,Sheep,Slaughter,Malaysia, 90 ,2016
Air,May,WA,Perth,Goats,Slaughter,Malaysia, 34 ,2016
Sea,May,QLD,Brisbane,Cattle,Feeder,Japan, 960 ,2016
Air,May,NSW,Sydney,Cattle,Breeder,Japan, 3 ,2016
Air,May,VIC,Melbourne,Cattle,Breeder,Japan, 300 ,2016
Air,May,SA,Adelaide,Goats,Slaughter,Malaysia, 100 ,2016
Air,May,SA,Adelaide,Sheep,Slaughter,Malaysia, 72 ,2016
Air,May,VIC,Melbourne,Goats,Breeder,New Zealand, 7 ,2016
Air,May,WA,Perth,Sheep,Slaughter,Malaysia, 140 ,2016
Sea,May,NT,Darwin,Cattle,Feeder,Indonesia," 3,000 ",2016
Air,May,QLD,Brisbane,Cattle,Breeder,Thailand, 2 ,2016
Sea,May,NT,Darwin,Buffalo,Slaughter,Vietnam, 182 ,2016
Sea,May,NT,Darwin,Cattle,Slaughter,Vietnam," 1,306 ",2016
Sea,May,NT,Darwin,Cattle,Slaughter,Vietnam, 200 ,2016
Air,May,WA,Perth,Sheep,Slaughter,Malaysia, 152 ,2016
Sea,May,WA,Wyndham,Cattle,Feeder,Indonesia, 407 ,2016
Sea,May,WA,Wyndham,Cattle,Feeder,Indonesia," 3,281 ",2016
Sea,May,WA,Broome,Cattle,Feeder,Indonesia," 3,001 ",2016
Air,May,VIC,Melbourne,Cattle,Breeder,Malaysia, 86 ,2016
Air,May,VIC,Melbourne,Sheep,Breeder,Malaysia, 7 ,2016
Air,May,VIC,Melbourne,Sheep,Slaughter,Malaysia, 714 ,2016
Air,May,VIC,Melbourne,Goats,Slaughter,Malaysia, 846 ,2016
Sea,May,WA,Broome,Cattle,Feeder,Indonesia," 2,862 ",2016
Sea,May,VIC,Geelong,Cattle,Breeder,China," 1,220 ",2016
Sea,May,WA,Fremantle,Cattle,Feeder,Indonesia," 1,825 ",2016
Sea,May,WA,Fremantle,Cattle,Slaughter,Malaysia," 1,146 ",2016
Air,May,SA,Adelaide,Goats,Slaughter,Malaysia, 87 ,2016
Air,May,SA,Adelaide,Sheep,Slaughter,Malaysia, 69 ,2016
Sea,May,QLD,Townsville,Cattle,Slaughter,Vietnam," 1,650 ",2016
Air,May,WA,Perth,Sheep,Slaughter,Malaysia, 149 ,2016
Sea,May,VIC,Geelong,Cattle,Breeder,China," 2,594 ",2016
Sea,May,QLD,Townsville,Cattle,Slaughter,Vietnam," 4,000 ",2016
Air,May,VIC,Melbourne,Cattle,Breeder,United Arab Emirates, 45 ,2016
Air,May,VIC,Melbourne,Goats,Breeder,United Arab Emirates, 82 ,2016
Sea,May,SA,Port Adelaide,Sheep,Slaughter,Kuwait," 4,745 ",2016
Sea,May,SA,Port Adelaide,Sheep,Slaughter,Qatar," 6,000 ",2016
Sea,May,SA,Port Adelaide,Sheep,Slaughter,Oman," 7,500 ",2016
Sea,May,SA,Port Adelaide,Sheep,Slaughter,United Arab Emirates," 3,130 ",2016
Sea,May,NT,Darwin,Cattle,Productive,Indonesia, 272 ,2016
Sea,May,NT,Darwin,Cattle,Feeder,Indonesia," 3,366 ",2016
Sea,May,VIC,Portland,Cattle,Breeder,China," 3,996 ",2016
Air,May,NSW,Sydney,Goats,Slaughter,Malaysia, 490 ,2016
Air,May,NSW,Sydney,Goats,Breeder,Philippines, 253 ,2016
Air,May,SA,Adelaide,Goats,Slaughter,Malaysia, 133 ,2016
Sea,May,QLD,Townsville,Cattle,Feeder,Indonesia," 7,482 ",2016
Sea,May,NT,Darwin,Cattle,Slaughter,Brunei Darussalam," 1,099 ",2016
Sea,May,NT,Darwin,Cattle,Slaughter,Malaysia, 565 ,2016
Air,May,SA,Adelaide,Goats,Slaughter,Malaysia," 1,245 ",2016
Air,May,SA,Adelaide,Sheep,Slaughter,Malaysia," 1,061 ",2016
Sea,May,QLD,Townsville,Cattle,Slaughter,Vietnam," 4,310 ",2016
Sea,May,WA,Wyndham,Cattle,Feeder,Indonesia," 4,012 ",2016
Air,May,WA,Perth,Sheep,Slaughter,Malaysia, 150 ,2016
Sea,May,WA,Fremantle,Sheep,Slaughter,Oman, 500 ,2016
Sea,May,WA,Fremantle,Sheep,Slaughter,United Arab Emirates," 8,000 ",2016
Sea,May,WA,Fremantle,Sheep,Slaughter,Kuwait," 19,793 ",2016
Sea,May,WA,Fremantle,Sheep,Slaughter,Qatar," 24,000 ",2016
Sea,May,WA,Fremantle,Cattle,Slaughter,Kuwait, 50 ,2016
Sea,May,WA,Fremantle,Cattle,Slaughter,Qatar, 250 ,2016
Sea,May,QLD,Townsville,Cattle,Feeder,Indonesia," 3,858 ",2016
Sea,May,WA,Broome,Cattle,Feeder,Indonesia," 7,131 ",2016
Sea,May,WA,Broome,Cattle,Slaughter,Malaysia," 4,155 ",2016
Sea,May,NT,Darwin,Cattle,Feeder,Indonesia," 11,513 ",2016
Air,May,WA,Perth,Sheep,Slaughter,Malaysia, 130 ,2016
Sea,May,WA,Geraldton,Cattle,Feeder,Vietnam," 2,451 ",2016
Air,May,SA,Adelaide,Goats,Slaughter,Malaysia, 90 ,2016
Air,May,SA,Adelaide,Sheep,Slaughter,Malaysia, 70 ,2016
Air,May,VIC,Melbourne,Goats,Breeder,United Arab Emirates, 179 ,2016
Sea,May,VIC,Portland,Cattle,Breeder,China," 3,921 ",2016
Sea,May,NT,Darwin,Cattle,Slaughter,Malaysia," 2,330 ",2016
Air,May,NSW,Sydney,Goats,Breeder,Philippines, 70 ,2016
Air,May,NSW,Sydney,Sheep,Breeder,Philippines, 115 ,2016
Sea,May,NT,Darwin,Cattle,Feeder,Indonesia," 2,824 ",2016
Air,May,WA,Perth,Sheep,Slaughter,Malaysia, 94 ,2016
Sea,May,NT,Darwin,Cattle,Feeder,Indonesia," 3,753 ",2016
Sea,May,NT,Darwin,Cattle,Feeder,Indonesia, 590 ,2016
Air,May,NSW,Sydney,Cattle,Breeder,Malaysia, 87 ,2016
Sea,May,NT,Darwin,Cattle,Feeder,Indonesia," 2,772 ",2016
Air,May,SA,Adelaide,Goats,Slaughter,Malaysia, 112 ,2016
Air,May,SA,Adelaide,Sheep,Slaughter,Malaysia, 63 ,2016
Air,Jun,WA,Perth,Sheep,Slaughter,Malaysia, 150 ,2016
Sea,Jun,NT,Darwin,Buffalo,Slaughter,Vietnam, 145 ,2016
Sea,Jun,NT,Darwin,Cattle,Slaughter,Vietnam," 1,122 ",2016
Sea,Jun,VIC,Portland,Cattle,Breeder,China," 2,985 ",2016
Air,Jun,WA,Perth,Sheep,Slaughter,Malaysia, 165 ,2016
Sea,Jun,NT,Darwin,Cattle,Feeder,Indonesia, 993 ,2016
Sea,Jun,NT,Darwin,Cattle,Feeder,Indonesia," 2,883 ",2016
Sea,Jun,WA,Wyndham,Cattle,Feeder,Indonesia," 2,735 ",2016
Sea,Jun,SA,Port Adelaide,Cattle,Feeder,Turkey," 3,057 ",2016
Air,Jun,WA,Perth,Sheep,Slaughter,Malaysia, 164 ,2016
Sea,Jun,QLD,Townsville,Cattle,Feeder,Indonesia," 5,932 ",2016
Sea,Jun,SA,Port Adelaide,Cattle,Feeder,Israel," 5,531 ",2016
Sea,Jun,SA,Port Adelaide,Sheep,Feeder,Israel," 2,972 ",2016
Sea,Jun,SA,Port Adelaide,Cattle,Feeder,Israel, 995 ,2016
Air,Jun,WA,Perth,Sheep,Slaughter,Malaysia, 140 ,2016
Sea,Jun,WA,Broome,Cattle,Feeder,Indonesia," 2,850 ",2016
Sea,Jun,WA,Fremantle,Cattle,Slaughter,Kuwait, 50 ,2016
Sea,Jun,WA,Fremantle,Sheep,Slaughter,Kuwait," 24,028 ",2016
Sea,Jun,WA,Fremantle,Sheep,Slaughter,Oman," 13,000 ",2016
Sea,Jun,WA,Fremantle,Sheep,Slaughter,Qatar," 25,000 ",2016
Air,Jun,WA,Perth,Sheep,Slaughter,Malaysia, 165 ,2016
Sea,Jun,NT,Darwin,Cattle,Slaughter,Cambodia," 2,766 ",2016
Sea,Jun,WA,Fremantle,Cattle,Feeder,Turkey," 7,750 ",2016
Sea,Jun,WA,Fremantle,Sheep,Slaughter,Lebanon," 11,987 ",2016
Sea,Jun,NT,Darwin,Cattle,Feeder,Indonesia," 2,860 ",2016
Sea,Jun,NT,Darwin,Cattle,Feeder,Indonesia," 3,864 ",2016
Sea,Jun,NT,Darwin,Cattle,Feeder,Indonesia," 2,240 ",2016
Air,Jun,VIC,Melbourne,Cattle,Breeder,Philippines, 240 ,2016
Sea,Jun,WA,Fremantle,Cattle,Feeder,Israel," 2,005 ",2016
Sea,Jun,WA,Fremantle,Sheep,Slaughter,Jordan," 36,709 ",2016
Air,Jun,WA,Perth,Sheep,Slaughter,Malaysia, 165 ,2016
Sea,Jun,NT,Darwin,Cattle,Feeder,Indonesia," 3,799 ",2016
Sea,Jun,WA,Fremantle,Sheep,Feeder,Israel," 1,028 ",2016
Air,Jun,WA,Perth,Sheep,Slaughter,Malaysia, 147 ,2016
Sea,Jun,QLD,Townsville,Cattle,Slaughter,Vietnam," 1,965 ",2016
Sea,Jun,VIC,Portland,Cattle,Breeder,China," 5,610 ",2016
Sea,Jun,NT,Darwin,Cattle,Feeder,Indonesia," 2,048 ",2016
Air,Jun,WA,Perth,Sheep,Slaughter,Malaysia, 160 ,2016
Sea,Jun,WA,Fremantle,Cattle,Feeder,Israel," 2,942 ",2016
Sea,Jun,WA,Fremantle,Sheep,Feeder,Israel," 8,000 ",2016
Sea,Jun,NT,Darwin,Cattle,Feeder,Indonesia," 2,782 ",2016
Sea,Jun,NT,Darwin,Cattle,Productive,Indonesia," 2,036 ",2016
Sea,Jun,NT,Darwin,Cattle,Feeder,Indonesia," 3,943 ",2016
Air,Jun,SA,Adelaide,Goats,Slaughter,Malaysia, 856 ,2016
Air,Jun,SA,Adelaide,Sheep,Slaughter,Malaysia," 1,336 ",2016
Sea,Jun,WA,Broome,Cattle,Feeder,Indonesia," 3,895 ",2016
Air,Jun,NSW,Sydney,Alpacas,Breeder,South Korea, 10 ,2016
Air,Jun,VIC,Melbourne,Cattle,Slaughter,China, 158 ,2016
Air,Jun,SA,Adelaide,Goats,Slaughter,Malaysia, 425 ,2016
Air,Jun,SA,Adelaide,Sheep,Slaughter,Malaysia, 404 ,2016
Air,Jun,SA,Adelaide,Alpacas,Breeder,Malaysia, 15 ,2016
Air,Jun,SA,Adelaide,Camels,Breeder,Malaysia, 14 ,2016
Air,Jun,VIC,Melbourne,Sheep,Slaughter,Malaysia, 144 ,2016
Air,Jun,VIC,Melbourne,Goats,Slaughter,United Arab Emirates, 817 ,2016
Air,Jun,WA,Perth,Sheep,Slaughter,Malaysia, 150 ,2016
Air,Jun,NSW,Sydney,Alpacas,Breeder,South Korea, 20 ,2016
Sea,Jun,NT,Darwin,Cattle,Slaughter,Thailand," 1,461 ",2016
Air,Jun,VIC,Melbourne,Sheep,Slaughter,Malaysia, 96 ,2016
Sea,Jun,QLD,Karumba,Cattle,Feeder,Indonesia," 1,950 ",2016
Sea,Jun,WA,Broome,Cattle,Feeder,Indonesia," 7,661 ",2016
Air,Jun,VIC,Melbourne,Goats,Breeder,Malaysia, 211 ,2016
Air,Jun,VIC,Melbourne,Goats,Breeder,Nepal, 17 ,2016
Air,Jun,VIC,Melbourne,Goats,Breeder,Malaysia, 197 ,2016
Sea,Jun,NT,Darwin,Cattle,Feeder,Vietnam," 2,138 ",2016
Sea,Jun,NT,Darwin,Cattle,Slaughter,Vietnam, 555 ,2016
Air,Jun,SA,Adelaide,Cattle,Slaughter,Brunei Darussalam, 155 ,2016
Air,Jun,SA,Adelaide,Goats,Slaughter,Brunei Darussalam, 380 ,2016
Air,Jun,SA,Adelaide,Sheep,Slaughter,Brunei Darussalam, 217 ,2016
Air,Jun,WA,Perth,Sheep,Slaughter,Malaysia, 148 ,2016
Air,Jun,VIC,Melbourne,Cattle,Breeder,Vietnam, 229 ,2016
Air,Jun,WA,Perth,Alpacas,Breeder,Malaysia, 19 ,2016
Sea,Jun,NT,Darwin,Cattle,Feeder,Philippines," 2,954 ",2016
Sea,Jun,NT,Darwin,Cattle,Feeder,Indonesia," 2,743 ",2016
Sea,Jun,NT,Darwin,Cattle,Feeder,Indonesia," 1,171 ",2016
Sea,Jun,QLD,Townsville,Cattle,Slaughter,Vietnam," 4,143 ",2016
Sea,Jun,NT,Darwin,Cattle,Slaughter,Vietnam," 2,780 ",2016
Sea,Jul,WA,Fremantle,Cattle,Feeder,Israel," 6,939 ",2016
Sea,Jul,WA,Fremantle,Sheep,Feeder,Israel," 14,200 ",2016
Sea,Jul,WA,Fremantle,Sheep,Slaughter,Jordan," 23,151 ",2016
Sea,Jul,WA,Fremantle,Sheep,Feeder,Israel," 10,400 ",2016
Sea,Jul,WA,Fremantle,Cattle,Feeder,Israel," 2,784 ",2016
Air,Jul,WA,Perth,Sheep,Slaughter,Malaysia, 138 ,2016
Air,Jul,NSW,Sydney,Cattle,Breeder,Malaysia, 34 ,2016
Sea,Jul,QLD,Townsville,Cattle,Slaughter,Vietnam," 2,455 ",2016
Sea,Jul,WA,Fremantle,Sheep,Slaughter,Qatar," 35,000 ",2016
Sea,Jul,WA,Fremantle,Sheep,Slaughter,Oman," 5,000 ",2016
Sea,Jul,WA,Fremantle,Sheep,Slaughter,United Arab Emirates," 7,500 ",2016
Sea,Jul,WA,Fremantle,Sheep,Slaughter,Kuwait," 21,822 ",2016
Sea,Jul,NT,Darwin,Cattle,Feeder,Indonesia," 1,997 ",2016
Air,Jul,VIC,Melbourne,Sheep,Breeder,China," 1,129 ",2016
Sea,Jul,NT,Darwin,Cattle,Feeder,Indonesia," 2,833 ",2016
Sea,Jul,NT,Darwin,Cattle,Feeder,Indonesia," 3,034 ",2016
Air,Jul,WA,Perth,Sheep,Slaughter,Malaysia, 145 ,2016
Sea,Jul,WA,Fremantle,Cattle,Feeder,Vietnam, 877 ,2016
Sea,Jul,WA,Fremantle,Cattle,Slaughter,Vietnam, 544 ,2016
Air,Jul,NSW,Sydney,Sheep,Slaughter,Malaysia, 250 ,2016
Air,Jul,WA,Perth,Sheep,Slaughter,Malaysia, 99 ,2016
Air,Jul,WA,Perth,Goats,Slaughter,Malaysia, 51 ,2016
Sea,Jul,WA,Broome,Cattle,Productive,Indonesia, 514 ,2016
Sea,Jul,WA,Broome,Cattle,Feeder,Indonesia," 3,488 ",2016
Sea,Jul,NT,Darwin,Cattle,Feeder,Indonesia," 3,779 ",2016
Sea,Jul,NT,Darwin,Buffalo,Slaughter,Brunei Darussalam, 100 ,2016
Sea,Jul,NT,Darwin,Cattle,Slaughter,Brunei Darussalam, 300 ,2016
Sea,Jul,NT,Darwin,Cattle,Slaughter,Sarawak, 800 ,2016
Sea,Jul,NT,Darwin,Cattle,Breeder,Sarawak, 400 ,2016
Sea,Jul,NT,Darwin,Cattle,Breeder,Malaysia, 20 ,2016
Air,Jul,VIC,Melbourne,Sheep,Slaughter,Malaysia, 159 ,2016
Air,Jul,VIC,Melbourne,Sheep,Slaughter,Malaysia, 159 ,2016
Air,Jul,WA,Perth,Sheep,Slaughter,Malaysia, 140 ,2016
Sea,Jul,NT,Darwin,Cattle,Feeder,Indonesia," 3,782 ",2016
Air,Jul,VIC,Melbourne,Cattle,Breeder,United Arab Emirates, 24 ,2016
Air,Jul,VIC,Melbourne,Goats,Breeder,Nepal, 18 ,2016
Air,Jul,VIC,Melbourne,Goats,Breeder,Nepal, 32 ,2016
Sea,Jul,NT,Darwin,Cattle,Slaughter,Malaysia," 2,224 ",2016
Sea,Jul,NT,Darwin,Cattle,Slaughter,Malaysia," 2,423 ",2016
Air,Jul,VIC,Melbourne,Cattle,Breeder,Malaysia, 17 ,2016
Sea,Jul,VIC,Portland,Cattle,Breeder,China," 3,903 ",2016
Air,Jul,WA,Perth,Sheep,Slaughter,Malaysia, 150 ,2016
Air,Jul,VIC,Melbourne,Cattle,Breeder,Malaysia, 12 ,2016
Air,Jul,VIC,Melbourne,Cattle,Breeder,Malaysia, 18 ,2016
Sea,Jul,WA,Broome,Cattle,Productive,Indonesia, 489 ,2016
Sea,Jul,WA,Broome,Cattle,Feeder,Indonesia," 5,190 ",2016
Sea,Jul,WA,Broome,Cattle,Slaughter,Vietnam, 309 ,2016
Sea,Jul,WA,Broome,Cattle,Feeder,Vietnam," 2,063 ",2016
Sea,Jul,NT,Darwin,Cattle,Feeder,Indonesia," 3,782 ",2016
Sea,Jul,WA,Broome,Cattle,Feeder,Indonesia," 2,880 ",2016
Sea,Jul,NT,Darwin,Cattle,Productive,Indonesia, 807 ,2016
Sea,Jul,NT,Darwin,Cattle,Feeder,Indonesia," 2,169 ",2016
Air,Jul,WA,Perth,Sheep,Slaughter,Malaysia, 134 ,2016
Air,Jul,VIC,Melbourne,Sheep,Slaughter,Malaysia, 98 ,2016
Sea,Jul,WA,Fremantle,Sheep,Slaughter,Kuwait," 28,778 ",2016
Sea,Jul,WA,Fremantle,Sheep,Slaughter,United Arab Emirates," 6,000 ",2016
Sea,Jul,WA,Fremantle,Sheep,Slaughter,Qatar," 30,000 ",2016
Air,Jul,VIC,Melbourne,Sheep,Slaughter,Malaysia, 48 ,2016
Air,Jul,WA,Perth,Sheep,Slaughter,Malaysia, 132 ,2016
Air,Jul,VIC,Melbourne,Goats,Slaughter,United Arab Emirates, 630 ,2016
Air,Jul,WA,Perth,Sheep,Slaughter,Malaysia, 128 ,2016
Air,Jul,WA,Perth,Sheep,Slaughter,Malaysia, 94 ,2016
Air,Jul,WA,Perth,Sheep,Slaughter,Malaysia, 146 ,2016
Sea,Jul,NT,Darwin,Cattle,Productive,Indonesia, 930 ,2016
Sea,Jul,NT,Darwin,Cattle,Feeder,Indonesia," 2,730 ",2016
Air,Jul,WA,Perth,Sheep,Slaughter,Malaysia, 148 ,2016
Sea,Jul,QLD,Townsville,Cattle,Slaughter,Vietnam," 4,073 ",2016
Sea,Jul,VIC,Geelong,Cattle,Breeder,China," 4,020 ",2016
Sea,Jul,NT,Darwin,Cattle,Feeder,Indonesia," 2,000 ",2016
Air,Jul,WA,Perth,Sheep,Slaughter,Malaysia, 139 ,2016
Air,Jul,VIC,Melbourne,Goats,Slaughter,United Arab Emirates, 620 ,2016
Air,Jul,WA,Perth,Sheep,Slaughter,Malaysia, 134 ,2016
Sea,Jul,NT,Darwin,Cattle,Slaughter,Vietnam," 2,702 ",2016
Air,Jul,NSW,Sydney,Cattle,Breeder,Vietnam, 6 ,2016
Air,Jul,WA,Perth,Sheep,Slaughter,Malaysia, 160 ,2016
Air,Jul,NSW,Sydney,Goats,Slaughter,Malaysia, 906 ,2016
Air,Jul,VIC,Melbourne,Goats,Slaughter,Malaysia, 201 ,2016
Sea,Jul,NT,Darwin,Cattle,Feeder,Indonesia," 2,836 ",2016
Sea,Jul,WA,Wyndham,Cattle,Feeder,Indonesia," 2,761 ",2016
Air,Jul,WA,Perth,Sheep,Slaughter,Malaysia, 165 ,2016
Sea,Jul,NT,Darwin,Cattle,Feeder,Indonesia," 7,292 ",2016
Air,Jul,VIC,Melbourne,Goats,Slaughter,Malaysia, 198 ,2016
Air,Jul,VIC,Melbourne,Goats,Slaughter,Malaysia, 208 ,2016
Air,Aug,WA,Perth,Sheep,Slaughter,Malaysia, 152 ,2016
Sea,Aug,QLD,Karumba,Cattle,Breeder,Sabah," 1,744 ",2016
Sea,Aug,NT,Darwin,Cattle,Feeder,Indonesia," 3,215 ",2016
Air,Aug,VIC,Melbourne,Sheep,Slaughter,Malaysia, 160 ,2016
Sea,Aug,QLD,Townsville,Cattle,Feeder,Indonesia," 3,591 ",2016
Air,Aug,SA,Adelaide,Goats,Slaughter,Malaysia, 630 ,2016
Air,Aug,SA,Adelaide,Sheep,Slaughter,Malaysia, 440 ,2016
Air,Aug,VIC,Melbourne,Goats,Slaughter,Malaysia, 210 ,2016
Sea,Aug,NT,Darwin,Cattle,Feeder,Indonesia," 2,052 ",2016
Air,Aug,WA,Perth,Sheep,Slaughter,Malaysia, 127 ,2016
Sea,Aug,VIC,Portland,Cattle,Breeder,Vietnam," 1,699 ",2016
Air,Aug,VIC,Melbourne,Sheep,Slaughter,Malaysia, 83 ,2016
Air,Aug,WA,Perth,Sheep,Slaughter,Malaysia, 150 ,2016
Air,Aug,NSW,Sydney,Cattle,Breeder,Malaysia, 190 ,2016
Air,Aug,VIC,Melbourne,Sheep,Slaughter,Malaysia, 85 ,2016
Air,Aug,WA,Perth,Sheep,Slaughter,Malaysia, 141 ,2016
Sea,Aug,NT,Darwin,Cattle,Feeder,Indonesia," 3,784 ",2016
Air,Aug,WA,Perth,Sheep,Slaughter,Malaysia, 152 ,2016
Sea,Aug,QLD,Townsville,Cattle,Feeder,Indonesia," 2,824 ",2016
Air,Aug,SA,Adelaide,Goats,Slaughter,Malaysia," 1,200 ",2016
Air,Aug,SA,Adelaide,Sheep,Slaughter,Malaysia, 940 ,2016
Sea,Aug,VIC,Portland,Cattle,Breeder,China," 3,123 ",2016
Air,Aug,WA,Perth,Sheep,Slaughter,Malaysia, 165 ,2016
Air,Aug,VIC,Melbourne,Goats,Slaughter,United Arab Emirates, 630 ,2016
Air,Aug,WA,Perth,Sheep,Slaughter,Malaysia, 123 ,2016
Sea,Aug,NT,Darwin,Cattle,Feeder,Indonesia," 3,773 ",2016
Sea,Aug,WA,Fremantle,Sheep,Slaughter,Kuwait," 12,250 ",2016
Sea,Aug,WA,Fremantle,Sheep,Slaughter,United Arab Emirates," 11,000 ",2016
Sea,Aug,WA,Fremantle,Sheep,Slaughter,Oman," 10,000 ",2016
Sea,Aug,WA,Fremantle,Sheep,Slaughter,Qatar," 30,000 ",2016
Air,Aug,VIC,Melbourne,Sheep,Slaughter,Malaysia, 91 ,2016
Air,Aug,WA,Perth,Sheep,Slaughter,Malaysia, 130 ,2016
Sea,Aug,NT,Darwin,Buffalo,Slaughter,Brunei Darussalam, 499 ,2016
Sea,Aug,NT,Darwin,Cattle,Slaughter,Brunei Darussalam," 1,080 ",2016
Sea,Aug,NT,Darwin,Cattle,Feeder,Malaysia," 1,507 ",2016
Sea,Aug,NT,Darwin,Buffalo,Feeder,Malaysia, 840 ,2016
Air,Aug,VIC,Melbourne,Sheep,Slaughter,Malaysia, 153 ,2016
Air,Aug,NSW,Sydney,Goats,Slaughter,Malaysia, 989 ,2016
Air,Aug,WA,Perth,Sheep,Slaughter,Malaysia, 165 ,2016
Sea,Aug,NT,Darwin,Cattle,Feeder,Indonesia," 6,794 ",2016
Air,Aug,WA,Perth,Sheep,Slaughter,Malaysia, 165 ,2016
Sea,Aug,NT,Darwin,Cattle,Feeder,Indonesia," 3,155 ",2016
Air,Aug,NSW,Sydney,Goats,Breeder,Malaysia, 395 ,2016
Air,Aug,NSW,Sydney,Cattle,Breeder,Thailand, 29 ,2016
Sea,Aug,SA,Port Adelaide,Sheep,Slaughter,Kuwait," 12,917 ",2016
Sea,Aug,SA,Port Adelaide,Sheep,Slaughter,Oman," 5,000 ",2016
Air,Aug,WA,Perth,Sheep,Slaughter,Malaysia, 165 ,2016
Sea,Aug,QLD,Townsville,Cattle,Feeder,Indonesia," 6,566 ",2016
Sea,Aug,SA,Port Adelaide,Sheep,Slaughter,Oman," 15,000 ",2016
Sea,Aug,WA,Wyndham,Cattle,Feeder,Indonesia," 2,839 ",2016
Air,Aug,WA,Perth,Sheep,Slaughter,Malaysia, 140 ,2016
Sea,Aug,WA,Broome,Cattle,Feeder,Indonesia," 1,898 ",2016
Sea,Aug,WA,Broome,Cattle,Slaughter,Vietnam," 1,433 ",2016
Air,Aug,VIC,Melbourne,Sheep,Slaughter,Malaysia, 154 ,2016
Air,Aug,WA,Perth,Sheep,Slaughter,Malaysia, 138 ,2016
Air,Aug,WA,Perth,Sheep,Slaughter,Malaysia, 165 ,2016
Air,Aug,VIC,Melbourne,Sheep,Slaughter,Malaysia, 160 ,2016
Sea,Aug,WA,Fremantle,Sheep,Slaughter,Kuwait," 18,955 ",2016
Sea,Aug,WA,Fremantle,Sheep,Slaughter,Oman," 6,000 ",2016
Air,Aug,WA,Perth,Sheep,Slaughter,Malaysia, 130 ,2016
Sea,Aug,WA,Fremantle,Sheep,Slaughter,Oman," 2,240 ",2016
Air,Aug,SA,Adelaide,Goats,Slaughter,Malaysia," 1,418 ",2016
Air,Aug,SA,Adelaide,Sheep,Slaughter,Malaysia, 827 ,2016
Sea,Aug,QLD,Townsville,Cattle,Feeder,Indonesia," 3,897 ",2016
Air,Aug,VIC,Melbourne,Sheep,Breeder,China," 1,154 ",2016
Sea,Aug,WA,Broome,Cattle,Feeder,Indonesia," 3,117 ",2016
Air,Aug,WA,Perth,Sheep,Slaughter,Malaysia, 150 ,2016
Air,Aug,VIC,Melbourne,Sheep,Slaughter,Malaysia, 157 ,2016
Air,Aug,WA,Perth,Sheep,Slaughter,Malaysia, 152 ,2016
Air,Aug,VIC,Melbourne,Sheep,Slaughter,Malaysia, 127 ,2016
Air,Aug,WA,Perth,Sheep,Slaughter,Malaysia, 134 ,2016
Sea,Aug,WA,Broome,Cattle,Feeder,Indonesia," 6,165 ",2016
Air,Aug,VIC,Melbourne,Sheep,Breeder,New Zealand, 5 ,2016
Sea,Aug,NT,Darwin,Cattle,Feeder,Indonesia," 4,750 ",2016
Air,Aug,WA,Perth,Sheep,Slaughter,Malaysia, 130 ,2016
Sea,Aug,QLD,Karumba,Cattle,Feeder,Indonesia," 1,890 ",2016
Sea,Aug,NT,Darwin,Cattle,Feeder,Indonesia," 3,065 ",2016
Sea,Aug,WA,Fremantle,Sheep,Slaughter,Malaysia," 6,600 ",2016
Sea,Aug,WA,Fremantle,Cattle,Slaughter,Malaysia," 1,110 ",2016
Sea,Aug,VIC,Portland,Cattle,Breeder,China," 3,444 ",2016
Sea,Aug,QLD,Townsville,Cattle,Feeder,Indonesia," 2,857 ",2016
Air,Aug,WA,Perth,Sheep,Slaughter,Malaysia, 154 ,2016
Sea,Aug,WA,Fremantle,Sheep,Slaughter,Qatar," 30,000 ",2016
Sea,Aug,WA,Fremantle,Cattle,Slaughter,Qatar, 200 ,2016
Sea,Aug,WA,Fremantle,Sheep,Slaughter,United Arab Emirates," 15,169 ",2016
Sea,Aug,WA,Fremantle,Sheep,Slaughter,Kuwait," 10,000 ",2016
Air,Aug,VIC,Melbourne,Goats,Slaughter,Malaysia, 201 ,2016
Sea,Aug,WA,Wyndham,Cattle,Feeder,Indonesia," 2,527 ",2016
Air,Aug,WA,Perth,Sheep,Slaughter,Malaysia, 132 ,2016
Air,Aug,WA,Perth,Goats,Slaughter,Malaysia, 30 ,2016
Air,Aug,VIC,Melbourne,Goats,Slaughter,Malaysia, 209 ,2016
